,Unnamed: 0,num_jour,date,discipline,num_session,debut_epreuve,fin_epreuve,lieu_epreuve,nom_epreuve,NOM,Geo Point,SITES OLYMPIQUES PARALYMPIQUES,SPORTS,latitude,longitude
307,307,1,Samedi 27 Juillet,HANDBALL,HBL13,19:00,22:30,Arena Paris Sud 6,"Femmes, tour préliminaire (2 matchs)",Arena Paris Sud 6 (Porte de Versailles),"48.829624, 2.290777","Site olympique,Site paralympique","Haltérophilie,Handball,Goalball",48.829624,2.290777
308,308,1,Samedi 27 Juillet,HANDBALL,HBL16,09:00,12:30,Arena Paris Sud 6,"Hommes, tour préliminaire (2 matchs)",Arena Paris Sud 6 (Porte de Versailles),"48.829624, 2.290777","Site olympique,Site paralympique","Haltérophilie,Handball,Goalball",48.829624,2.290777
309,309,1,Samedi 27 Juillet,HANDBALL,HBL16,14:00,17:30,Arena Paris Sud 6,"Hommes, tour préliminaire (2 matchs)",Arena Paris Sud 6 (Porte de Versailles),"48.829624, 2.290777","Site olympique,Site paralympique","Haltérophilie,Handball,Goalball",48.829624,2.290777
310,310,1,Samedi 27 Juillet,HANDBALL,HBL16,19:00,22:30,Arena Paris Sud 6,"Hommes, tour préliminaire (2 matchs)",Arena Paris Sud 6 (Porte de Versailles),"48.829624, 2.290777","Site olympique,Site paralympique","Haltérophilie,Handball,Goalball",48.829624,2.290777
311,311,1,Samedi 27 Juillet,HANDBALL,HBL19,09:00,12:30,Arena Paris Sud 6,"Femmes, tour préliminaire (2 matchs)",Arena Paris Sud 6 (Porte de Versailles),"48.829624, 2.290777","Site olympique,Site paralympique","Haltérophilie,Handball,Goalball",48.829624,2.290777
312,312,1,Samedi 27 Juillet,HANDBALL,HBL19,14:00,17:30,Arena Paris Sud 6,"Femmes, tour préliminaire (2 matchs)",Arena Paris Sud 6 (Porte de Versailles),"48.829624, 2.290777","Site olympique,Site paralympique","Haltérophilie,Handball,Goalball",48.829624,2.290777
313,313,1,Samedi 27 Juillet,HANDBALL,HBL19,19:00,22:30,Arena Paris Sud 6,"Femmes, tour préliminaire (2 matchs)",Arena Paris Sud 6 (Porte de Versailles),"48.829624, 2.290777","Site olympique,Site paralympique","Haltérophilie,Handball,Goalball",48.829624,2.290777
314,314,1,Samedi 27 Juillet,HANDBALL,HBL22,09:00,12:30,Arena Paris Sud 6,"Hommes, tour préliminaire (2 matchs)",Arena Paris Sud 6 (Porte de Versailles),"48.829624, 2.290777","Site olympique,Site paralympique","Haltérophilie,Handball,Goalball",48.829624,2.290777
315,315,1,Samedi 27 Juillet,HANDBALL,HBL22,14:00,17:30,Arena Paris Sud 6,"Hommes, tour préliminaire (2 matchs)",Arena Paris Sud 6 (Porte de Versailles),"48.829624, 2.290777","Site olympique,Site paralympique","Haltérophilie,Handball,Goalball",48.829624,2.290777
316,316,1,Samedi 27 Juillet,HANDBALL,HBL22,19:00,22:30,Arena Paris Sud 6,"Hommes, tour préliminaire (2 matchs)",Arena Paris Sud 6 (Porte de Versailles),"48.829624, 2.290777","Site olympique,Site paralympique","Haltérophilie,Handball,Goalball",48.829624,2.290777
317,317,1,Samedi 27 Juillet,HANDBALL,HBL25,09:00,12:30,Arena Paris Sud 6,"Femmes, tour préliminaire (2 matchs)",Arena Paris Sud 6 (Porte de Versailles),"48.829624, 2.290777","Site olympique,Site paralympique","Haltérophilie,Handball,Goalball",48.829624,2.290777
318,318,1,Samedi 27 Juillet,HANDBALL,HBL25,14:00,17:30,Arena Paris Sud 6,"Femmes, tour préliminaire (2 matchs)",Arena Paris Sud 6 (Porte de Versailles),"48.829624, 2.290777","Site olympique,Site paralympique","Haltérophilie,Handball,Goalball",48.829624,2.290777
319,319,1,Samedi 27 Juillet,HANDBALL,HBL25,19:00,22:30,Arena Paris Sud 6,"Femmes, tour préliminaire (2 matchs)",Arena Paris Sud 6 (Porte de Versailles),"48.829624, 2.290777","Site olympique,Site paralympique","Haltérophilie,Handball,Goalball",48.829624,2.290777
320,320,1,Samedi 27 Juillet,HANDBALL,HBL28,09:00,12:30,Arena Paris Sud 6,"Hommes, tour préliminaire (2 matchs)",Arena Paris Sud 6 (Porte de Versailles),"48.829624, 2.290777","Site olympique,Site paralympique","Haltérophilie,Handball,Goalball",48.829624,2.290777
321,321,1,Samedi 27 Juillet,HANDBALL,HBL28,14:00,17:30,Arena Paris Sud 6,"Hommes, tour préliminaire (2 matchs)",Arena Paris Sud 6 (Porte de Versailles),"48.829624, 2.290777","Site olympique,Site paralympique","Haltérophilie,Handball,Goalball",48.829624,2.290777
322,322,1,Samedi 27 Juillet,HANDBALL,HBL28,19:00,22:30,Arena Paris Sud 6,"Hommes, tour préliminaire (2 matchs)",Arena Paris Sud 6 (Porte de Versailles),"48.829624, 2.290777","Site olympique,Site paralympique","Haltérophilie,Handball,Goalball",48.829624,2.290777
340,340,11,Mardi 6 Août,HOCKEY,HBL45,10:30,15:30,Stade Yves-du-Manoir - Terrain 2,"Hommes, éliminatoires (2 matchs)",Stade Yves du Manoir,"48.930873, 2.249836",Site olympique,Hockey,48.930873,2.249836
341,341,11,Mardi 6 Août,HOCKEY,HBL45,17:00,22:00,Stade Yves-du-Manoir - Terrain 1,"Hommes, éliminatoires (1 match) Femmes, éliminatoires (1 match)",Stade Yves du Manoir,"48.930873, 2.249836",Site olympique,Hockey,48.930873,2.249836
342,342,11,Mardi 6 Août,HOCKEY,HBL45,17:30,22:30,Stade Yves-du-Manoir - Terrain 2,"Hommes, éliminatoires (1 match) Femmes, éliminatoires (1 match)",Stade Yves du Manoir,"48.930873, 2.249836",Site olympique,Hockey,48.930873,2.249836
343,343,11,Mardi 6 Août,HOCKEY,HOC05,10:00,15:00,Stade Yves-du-Manoir - Terrain 1,"Femmes, éliminatoires (2 matchs)",Stade Yves du Manoir,"48.930873, 2.249836",Site olympique,Hockey,48.930873,2.249836
344,344,11,Mardi 6 Août,HOCKEY,HOC05,10:30,15:30,Stade Yves-du-Manoir - Terrain 2,"Femmes, éliminatoires (2 matchs)",Stade Yves du Manoir,"48.930873, 2.249836",Site olympique,Hockey,48.930873,2.249836
345,345,11,Mardi 6 Août,HOCKEY,HOC05,17:00,22:00,Stade Yves-du-Manoir - Terrain 1,"Hommes, éliminatoires (2 matchs)",Stade Yves du Manoir,"48.930873, 2.249836",Site olympique,Hockey,48.930873,2.249836
346,346,11,Mardi 6 Août,HOCKEY,HOC05,17:30,22:30,Stade Yves-du-Manoir - Terrain 2,"Hommes, éliminatoires (2 matchs)",Stade Yves du Manoir,"48.930873, 2.249836",Site olympique,Hockey,48.930873,2.249836
347,347,11,Mardi 6 Août,HOCKEY,HOC09,10:00,15:00,Stade Yves-du-Manoir - Terrain 1,"Hommes, éliminatoires (2 matchs)",Stade Yves du Manoir,"48.930873, 2.249836",Site olympique,Hockey,48.930873,2.249836
348,348,11,Mardi 6 Août,HOCKEY,HOC09,10:30,15:30,Stade Yves-du-Manoir - Terrain 2,"Femmes, éliminatoires (2 matchs)",Stade Yves du Manoir,"48.930873, 2.249836",Site olympique,Hockey,48.930873,2.249836
349,349,11,Mardi 6 Août,HOCKEY,HOC09,17:00,22:00,Stade Yves-du-Manoir - Terrain 1,"Femmes, éliminatoires (2 matchs)",Stade Yves du Manoir,"48.930873, 2.249836",Site olympique,Hockey,48.930873,2.249836
350,350,11,Mardi 6 Août,HOCKEY,HOC09,17:30,22:30,Stade Yves-du-Manoir - Terrain 2,"Femmes, éliminatoires (2 matchs)",Stade Yves du Manoir,"48.930873, 2.249836",Site olympique,Hockey,48.930873,2.249836
351,351,11,Mardi 6 Août,HOCKEY,HOC13,10:00,15:00,Stade Yves-du-Manoir - Terrain 1,"Hommes, éliminatoires (2 matchs)",Stade Yves du Manoir,"48.930873, 2.249836",Site olympique,Hockey,48.930873,2.249836
352,352,11,Mardi 6 Août,HOCKEY,HOC13,10:30,15:30,Stade Yves-du-Manoir - Terrain 2,"Hommes, éliminatoires (2 matchs)",Stade Yves du Manoir,"48.930873, 2.249836",Site olympique,Hockey,48.930873,2.249836
353,353,11,Mardi 6 Août,HOCKEY,HOC13,17:00,22:00,Stade Yves-du-Manoir - Terrain 1,"Hommes, éliminatoires (2 matchs)",Stade Yves du Manoir,"48.930873, 2.249836",Site olympique,Hockey,48.930873,2.249836
354,354,11,Mardi 6 Août,HOCKEY,HOC16,10:00,15:00,Stade Yves-du-Manoir - Terrain 1,"Femmes, éliminatoires (2 matchs)",Stade Yves du Manoir,"48.930873, 2.249836",Site olympique,Hockey,48.930873,2.249836
355,355,11,Mardi 6 Août,HOCKEY,HOC16,10:30,15:30,Stade Yves-du-Manoir - Terrain 2,"Femmes, éliminatoires (2 matchs)",Stade Yves du Manoir,"48.930873, 2.249836",Site olympique,Hockey,48.930873,2.249836
356,356,11,Mardi 6 Août,HOCKEY,HOC16,17:00,22:00,Stade Yves-du-Manoir - Terrain 1,"Hommes, éliminatoires (1 match) Femmes, éliminatoires (1 match)",Stade Yves du Manoir,"48.930873, 2.249836",Site olympique,Hockey,48.930873,2.249836
357,357,11,Mardi 6 Août,HOCKEY,HOC16,17:30,22:30,Stade Yves-du-Manoir - Terrain 2,"Hommes, éliminatoires (1 match) Femmes, éliminatoires (1 match)",Stade Yves du Manoir,"48.930873, 2.249836",Site olympique,Hockey,48.930873,2.249836
358,358,11,Mardi 6 Août,HOCKEY,HOC20,10:00,15:00,Stade Yves-du-Manoir - Terrain 1,"Hommes, éliminatoires (2 matchs)",Stade Yves du Manoir,"48.930873, 2.249836",Site olympique,Hockey,48.930873,2.249836
359,359,11,Mardi 6 Août,HOCKEY,HOC20,10:30,15:30,Stade Yves-du-Manoir - Terrain 2,"Hommes, éliminatoires (2 matchs)",Stade Yves du Manoir,"48.930873, 2.249836",Site olympique,Hockey,48.930873,2.249836
360,360,11,Mardi 6 Août,HOCKEY,HOC20,17:00,22:00,Stade Yves-du-Manoir - Terrain 1,"Femmes, éliminatoires (2 matchs)",Stade Yves du Manoir,"48.930873, 2.249836",Site olympique,Hockey,48.930873,2.249836
361,361,11,Mardi 6 Août,HOCKEY,HOC20,17:30,22:30,Stade Yves-du-Manoir - Terrain 2,"Femmes, éliminatoires (2 matchs)",Stade Yves du Manoir,"48.930873, 2.249836",Site olympique,Hockey,48.930873,2.249836
362,362,11,Mardi 6 Août,HOCKEY,HOC24,10:00,15:00,Stade Yves-du-Manoir - Terrain 1,"Femmes, éliminatoires (2 matchs)",Stade Yves du Manoir,"48.930873, 2.249836",Site olympique,Hockey,48.930873,2.249836
363,363,11,Mardi 6 Août,HOCKEY,HOC24,10:30,15:30,Stade Yves-du-Manoir - Terrain 2,"Hommes, éliminatoires (2 matchs)",Stade Yves du Manoir,"48.930873, 2.249836",Site olympique,Hockey,48.930873,2.249836
364,364,11,Mardi 6 Août,HOCKEY,HOC24,17:00,22:00,Stade Yves-du-Manoir - Terrain 1,"Hommes, éliminatoires (2 matchs)",Stade Yves du Manoir,"48.930873, 2.249836",Site olympique,Hockey,48.930873,2.249836
365,365,11,Mardi 6 Août,HOCKEY,HOC24,17:30,22:30,Stade Yves-du-Manoir - Terrain 2,"Hommes, éliminatoires (2 matchs)",Stade Yves du Manoir,"48.930873, 2.249836",Site olympique,Hockey,48.930873,2.249836
366,366,11,Mardi 6 Août,HOCKEY,HOC28,10:00,15:00,Stade Yves-du-Manoir - Terrain 1,"Femmes, éliminatoires (2 matchs)",Stade Yves du Manoir,"48.930873, 2.249836",Site olympique,Hockey,48.930873,2.249836
367,367,11,Mardi 6 Août,HOCKEY,HOC28,10:30,15:30,Stade Yves-du-Manoir - Terrain 2,"Femmes, éliminatoires (2 matchs)",Stade Yves du Manoir,"48.930873, 2.249836",Site olympique,Hockey,48.930873,2.249836
368,368,11,Mardi 6 Août,HOCKEY,HOC28,17:00,22:00,Stade Yves-du-Manoir - Terrain 1,"Femmes, éliminatoires (2 matchs)",Stade Yves du Manoir,"48.930873, 2.249836",Site olympique,Hockey,48.930873,2.249836
369,369,11,Mardi 6 Août,HOCKEY,HOC31,10:00,15:00,Stade Yves-du-Manoir - Terrain 1,"Hommes, quarts de finale (2 matchs)",Stade Yves du Manoir,"48.930873, 2.249836",Site olympique,Hockey,48.930873,2.249836
370,370,11,Mardi 6 Août,HOCKEY,HOC31,17:30,22:30,Stade Yves-du-Manoir - Terrain 1,"Hommes, quarts de finale (2 matchs)",Stade Yves du Manoir,"48.930873, 2.249836",Site olympique,Hockey,48.930873,2.249836
371,371,11,Mardi 6 Août,HOCKEY,HOC33,10:00,15:00,Stade Yves-du-Manoir - Terrain 1,"Femmes, quarts de finale (2 matchs)",Stade Yves du Manoir,"48.930873, 2.249836",Site olympique,Hockey,48.930873,2.249836
372,372,11,Mardi 6 Août,HOCKEY,HOC33,17:30,22:30,Stade Yves-du-Manoir - Terrain 1,"Femmes, quarts de finale (2 matchs)",Stade Yves du Manoir,"48.930873, 2.249836",Site olympique,Hockey,48.930873,2.249836
373,373,11,Mardi 6 Août,HOCKEY,HOC35,14:00,16:00,Stade Yves-du-Manoir - Terrain 1,"Hommes, demi-finale",Stade Yves du Manoir,"48.930873, 2.249836",Site olympique,Hockey,48.930873,2.249836
374,374,11,Mardi 6 Août,HOCKEY,HOC35,19:00,21:00,Stade Yves-du-Manoir - Terrain 1,"Hommes, demi-finale",Stade Yves du Manoir,"48.930873, 2.249836",Site olympique,Hockey,48.930873,2.249836
375,375,11,Mardi 6 Août,HOCKEY,HOC37,14:00,16:00,Stade Yves-du-Manoir - Terrain 1,"Femmes, demi-finale",Stade Yves du Manoir,"48.930873, 2.249836",Site olympique,Hockey,48.930873,2.249836
376,376,11,Mardi 6 Août,HOCKEY,HOC37,19:00,21:00,Stade Yves-du-Manoir - Terrain 1,"Femmes, demi-finale",Stade Yves du Manoir,"48.930873, 2.249836",Site olympique,Hockey,48.930873,2.249836
377,377,11,Mardi 6 Août,HOCKEY,HOC39,14:00,16:00,Stade Yves-du-Manoir - Terrain 1,"Hommes, match pour la médaille de bronze",Stade Yves du Manoir,"48.930873, 2.249836",Site olympique,Hockey,48.930873,2.249836
378,378,11,Mardi 6 Août,HOCKEY,HOC39,19:00,21:30,Stade Yves-du-Manoir - Terrain 1,,Stade Yves du Manoir,"48.930873, 2.249836",Site olympique,Hockey,48.930873,2.249836
379,379,11,Mardi 6 Août,HOCKEY,HOC41,14:00,16:00,Stade Yves-du-Manoir - Terrain 1,"Femmes, match pour la médaille de bronze",Stade Yves du Manoir,"48.930873, 2.249836",Site olympique,Hockey,48.930873,2.249836
380,380,11,Mardi 6 Août,HOCKEY,HOC41,20:00,22:30,Stade Yves-du-Manoir - Terrain 1,,Stade Yves du Manoir,"48.930873, 2.249836",Site olympique,Hockey,48.930873,2.249836
381,381,1,Samedi 27 Juillet,JUDO,JUD01,10:00,14:00,Arena Champ-de-Mars,"-48 kg - femmes, éliminatoires -60 kg - hommes, éliminatoires",Arena Champs de Mars,"48.854536, 2.300413","Site olympique,Site paralympique","Judo,Para judo,Lutte,Rugby fauteuil",48.854536,2.300413
382,382,1,Samedi 27 Juillet,JUDO,JUD01,16:00,19:00,Arena Champ-de-Mars,"-48 kg - femmes, repêchages -48 kg - femmes, demi-finales -60 kg - hommes, repêchages -60 kg - hommes, demi-finales -48 kg - femmes, combats bronze -60 kg - hommes, combats bronze",Arena Champs de Mars,"48.854536, 2.300413","Site olympique,Site paralympique","Judo,Para judo,Lutte,Rugby fauteuil",48.854536,2.300413
383,383,1,Samedi 27 Juillet,JUDO,JUD03,10:00,14:00,Arena Champ-de-Mars,"-52 kg - femmes, éliminatoires -66 kg - hommes, éliminatoires",Arena Champs de Mars,"48.854536, 2.300413","Site olympique,Site paralympique","Judo,Para judo,Lutte,Rugby fauteuil",48.854536,2.300413
384,384,1,Samedi 27 Juillet,JUDO,JUD03,16:00,19:00,Arena Champ-de-Mars,"-66 kg - hommes, repêchages -66 kg - hommes, demi-finales -52 kg - femmes, repêchage -52 kg - femmes, demi-finales -66 kg - hommes, combats bronze -52 kg - femmes, combats bronze",Arena Champs de Mars,"48.854536, 2.300413","Site olympique,Site paralympique","Judo,Para judo,Lutte,Rugby fauteuil",48.854536,2.300413
385,385,1,Samedi 27 Juillet,JUDO,JUD05,10:00,14:00,Arena Champ-de-Mars,"-57 kg - femmes, éliminatoires -73 kg - hommes, éliminatoires",Arena Champs de Mars,"48.854536, 2.300413","Site olympique,Site paralympique","Judo,Para judo,Lutte,Rugby fauteuil",48.854536,2.300413
386,386,1,Samedi 27 Juillet,JUDO,JUD05,16:00,19:00,Arena Champ-de-Mars,"-57 kg - femmes, repêchages -57 kg - femmes, demi-finales -73 kg - hommes, repêchages -73 kg - hommes, demi-finales -57 kg - femmes, combats bronze -73 kg - hommes, combats bronze",Arena Champs de Mars,"48.854536, 2.300413","Site olympique,Site paralympique","Judo,Para judo,Lutte,Rugby fauteuil",48.854536,2.300413
387,387,1,Samedi 27 Juillet,JUDO,JUD07,10:00,14:00,Arena Champ-de-Mars,"-63 kg - femmes, éliminatoires -81 kg - hommes, éliminatoires",Arena Champs de Mars,"48.854536, 2.300413","Site olympique,Site paralympique","Judo,Para judo,Lutte,Rugby fauteuil",48.854536,2.300413
388,388,1,Samedi 27 Juillet,JUDO,JUD07,16:00,19:00,Arena Champ-de-Mars,"-81 kg - hommes, repêchages -81 kg - hommes, demi-finales -63 kg - femmes, repêchage -63 kg - femmes, demi-finales -81 kg - hommes, combats bronze -63 kg - femmes, combats bronze",Arena Champs de Mars,"48.854536, 2.300413","Site olympique,Site paralympique","Judo,Para judo,Lutte,Rugby fauteuil",48.854536,2.300413
389,389,1,Samedi 27 Juillet,JUDO,JUD09,10:00,14:00,Arena Champ-de-Mars,"-70 kg - femmes, éliminatoires -90 kg - hommes, éliminatoires",Arena Champs de Mars,"48.854536, 2.300413","Site olympique,Site paralympique","Judo,Para judo,Lutte,Rugby fauteuil",48.854536,2.300413
390,390,1,Samedi 27 Juillet,JUDO,JUD09,16:00,19:00,Arena Champ-de-Mars,"-70 kg - femmes, repêchages -70 kg - femmes, demi-finales -90 kg - hommes, repêchages -90 kg - hommes, demi-finales -70 kg - femmes, combats bronze -90 kg - hommes, combats bronze -90 kg - hommes, finale",Arena Champs de Mars,"48.854536, 2.300413","Site olympique,Site paralympique","Judo,Para judo,Lutte,Rugby fauteuil",48.854536,2.300413
391,391,1,Samedi 27 Juillet,JUDO,JUD11,10:00,14:00,Arena Champ-de-Mars,"-78 kg - femmes, éliminatoires -100 kg - hommes, éliminatoires",Arena Champs de Mars,"48.854536, 2.300413","Site olympique,Site paralympique","Judo,Para judo,Lutte,Rugby fauteuil",48.854536,2.300413
392,392,1,Samedi 27 Juillet,JUDO,JUD11,16:00,19:00,Arena Champ-de-Mars,"-100 kg - hommes, repêchages -100 kg - hommes, demi-finales -78 kg - femmes, repêchage -78 kg - femmes, demi-finales -100 kg - hommes, combats bronze -100 kg - hommes, finale -78 kg - femmes, combats bronze -78 kg - femmes, finale",Arena Champs de Mars,"48.854536, 2.300413","Site olympique,Site paralympique","Judo,Para judo,Lutte,Rugby fauteuil",48.854536,2.300413
393,393,1,Samedi 27 Juillet,JUDO,JUD13,10:00,14:00,Arena Champ-de-Mars,"+78 kg - femmes, éliminatoires +100 kg - hommes, éliminatoires",Arena Champs de Mars,"48.854536, 2.300413","Site olympique,Site paralympique","Judo,Para judo,Lutte,Rugby fauteuil",48.854536,2.300413
394,394,1,Samedi 27 Juillet,JUDO,JUD13,16:00,19:00,Arena Champ-de-Mars,"+78 kg - femmes, repêchages +78 kg - femmes, demi-finales +100 kg - hommes, repêchages +100 kg - hommes, demi-finales +78 kg - femmes, combats bronze +78 kg - femmes, finale +100 kg - hommes, combats bronze +100 kg - hommes, finale",Arena Champs de Mars,"48.854536, 2.300413","Site olympique,Site paralympique","Judo,Para judo,Lutte,Rugby fauteuil",48.854536,2.300413
395,395,1,Samedi 27 Juillet,JUDO,JUD15,08:00,14:00,Arena Champ-de-Mars,"Equipe mixte, éliminatoires Equipe mixte, repêchages Equipe mixte, demi-finales",Arena Champs de Mars,"48.854536, 2.300413","Site olympique,Site paralympique","Judo,Para judo,Lutte,Rugby fauteuil",48.854536,2.300413
396,396,1,Samedi 27 Juillet,JUDO,JUD15,16:00,19:00,Arena Champ-de-Mars,"Equipe mixte, combats bronze Equipe mixte, finale",Arena Champs de Mars,"48.854536, 2.300413","Site olympique,Site paralympique","Judo,Para judo,Lutte,Rugby fauteuil",48.854536,2.300413
397,397,1,Samedi 27 Juillet,LUTTE,WRE01,Fin,19:00,Arena Champ-de-Mars,"Lutte gréco-romaine, 60 kg - hommes, 8e de finale Libre, 68 kg - femmes, 8e de finale Lutte gréco-romaine, 130 kg - hommes,8e de finale Lutte gréco-romaine, 60 kg - hommes, quarts de finale Libre, 68 kg - femmes, quarts de finale Lutte gréco-romaine, 130 kg - hommes, quarts de finale",Arena Champs de Mars,"48.854536, 2.300413","Site olympique,Site paralympique","Judo,Para judo,Lutte,Rugby fauteuil",48.854536,2.300413
398,398,1,Samedi 27 Juillet,LUTTE,WRE01,Fin,19:00,Arena Champ-de-Mars,"Lutte gréco-romaine, 60 kg - hommes, demi-finales Lutte gréco-romaine, 130 kg - hommes, demi-finales Libre, 68 kg - femmes, demi-finales",Arena Champs de Mars,"48.854536, 2.300413","Site olympique,Site paralympique","Judo,Para judo,Lutte,Rugby fauteuil",48.854536,2.300413
399,399,1,Samedi 27 Juillet,LUTTE,WRE03,Fin,19:00,Arena Champ-de-Mars,"Lutte gréco-romaine, 60 kg - hommes, repêchages Libre, 68 kg - femmes, repêchages Lutte gréco-romaine, 130 kg - hommes, repêchages Lutte gréco-romaine, 77 kg - hommes, 8e de finale Libre, 50 kg - femmes, 8e de finale Lutte gréco-romaine, 97 kg - hommes,8e de finale Lutte gréco-romaine, 77 kg - hommes, quarts de finale Libre, 50 kg - femmes, quarts de finale Lutte gréco-romaine, 97 kg - hommes, quarts de finale",Arena Champs de Mars,"48.854536, 2.300413","Site olympique,Site paralympique","Judo,Para judo,Lutte,Rugby fauteuil",48.854536,2.300413
400,400,1,Samedi 27 Juillet,LUTTE,WRE03,Fin,19:00,Arena Champ-de-Mars,"Lutte gréco-romaine, 77 kg - hommes, demi-finales Lutte gréco-romaine, 97 kg - hommes, demi-finales Libre, 50 kg - femmes, demi-finales Lutte gréco-romaine, 60 kg - hommes, match pour les médailles de bronze Lutte gréco-romaine, 130 kg - hommes, match pour les médailles de bronze Lutte gréco-romaine, 130 kg - hommes, match pour la médaille d'or Libre, 68 kg - femmes, match pour les médailles de bronze Libre, 68 kg - femmes, match pour la médaille d'or",Arena Champs de Mars,"48.854536, 2.300413","Site olympique,Site paralympique","Judo,Para judo,Lutte,Rugby fauteuil",48.854536,2.300413
401,401,1,Samedi 27 Juillet,LUTTE,WRE05,Fin,19:00,Arena Champ-de-Mars,"Lutte gréco-romaine, 77 kg - hommes, repêchages Libre, 50 kg - femmes, repêchages Lutte gréco-romaine, 97 kg - repêchages Lutte gréco-romaine, 67 kg - hommes, 8e de finale Libre, 53 kg - femmes, 8e de finale Lutte gréco-romaine, 87 kg - hommes,8e de finale Lutte gréco-romaine, 67 kg - hommes, quarts de finale Libre, 53 kg - femmes, quarts de finale Lutte gréco-romaine, 87 kg - hommes, quarts de finale",Arena Champs de Mars,"48.854536, 2.300413","Site olympique,Site paralympique","Judo,Para judo,Lutte,Rugby fauteuil",48.854536,2.300413
402,402,1,Samedi 27 Juillet,LUTTE,WRE05,Fin,19:00,Arena Champ-de-Mars,"Lutte gréco-romaine, 67 kg - hommes, demi-finales Lutte gréco-romaine, 87 kg - hommes, demi-finales Libre, 53 kg - femmes, demi-finales Lutte gréco-romaine, 77 kg - hommes, match pour les médailles de bronze Lutte gréco-romaine, 97 kg - hommes, match pour les médailles de bronze Lutte gréco-romaine, 97 kg - hommes, match pour la médaille d'or Libre, 50 kg - femmes, match pour les médailles de bronze Libre, 50 kg - femmes, match pour la médaille d'or",Arena Champs de Mars,"48.854536, 2.300413","Site olympique,Site paralympique","Judo,Para judo,Lutte,Rugby fauteuil",48.854536,2.300413
403,403,1,Samedi 27 Juillet,LUTTE,WRE07,Fin,19:00,Arena Champ-de-Mars,"Lutte gréco-romaine, 67 kg - hommes, repêchages Libre, 53 kg - femmes, repêchages Lutte gréco-romaine, 87 kg - repêchages Libre, 57 kg - hommes, 8e de finale Libre, 57 kg - femmes, 8e de finale Libre, 86 kg - hommes,8e de finale Libre, 57 kg - hommes, quarts de finale Libre, 57 kg - femmes, quarts de finale Libre, 86 kg - hommes, quarts de finale",Arena Champs de Mars,"48.854536, 2.300413","Site olympique,Site paralympique","Judo,Para judo,Lutte,Rugby fauteuil",48.854536,2.300413
404,404,1,Samedi 27 Juillet,LUTTE,WRE07,Fin,19:00,Arena Champ-de-Mars,"Libre, 57 kg - hommes, demi-finales Libre, 86 kg - hommes, demi-finales Libre, 57 kg - femmes, demi-finales Lutte gréco-romaine, 67 kg - hommes, match pour les médailles de bronze Lutte gréco-romaine, 67 kg - hommes, match pour la médaille d'or Lutte gréco-romaine, 87 kg - hommes, match pour les médailles de bronze Lutte gréco-romaine, 87 kg - hommes, match pour la médaille d'or Libre, 53 kg - femmes, match pour les médailles de bronze Libre, 53 kg - femmes, match pour la médaille d'or",Arena Champs de Mars,"48.854536, 2.300413","Site olympique,Site paralympique","Judo,Para judo,Lutte,Rugby fauteuil",48.854536,2.300413
405,405,1,Samedi 27 Juillet,LUTTE,WRE07,Fin,19:00,Arena Champ-de-Mars,"Libre, 57 kg - hommes, repêchages Libre, 57 kg - femmes, repêchages Libre, 86 kg - hommes, repêchages Libre, 74 kg - hommes, 8e de finale Libre, 62 kg - femmes, 8e de finale Libre, 125 kg - hommes,8e de finale Libre, 74 kg - hommes, quarts de finale Libre, 62 kg - femmes, quarts de finale Libre, 125 kg - hommes, quarts de finale",Arena Champs de Mars,"48.854536, 2.300413","Site olympique,Site paralympique","Judo,Para judo,Lutte,Rugby fauteuil",48.854536,2.300413
406,406,1,Samedi 27 Juillet,LUTTE,WRE07,Fin,19:00,Arena Champ-de-Mars,"Libre, 74 kg - hommes, demi-finales Libre, 125 kg - hommes, demi-finales Libre, 62 kg - femmes, demi-finales Libre, 57 kg - hommes, match pour les médailles de bronze Libre, 86 kg - hommes, match pour les médailles de bronze Libre, 86 kg - hommes, match pour la médaille d'or Libre, 57 kg - femmes, match pour les médailles de bronze Libre, 57 kg - femmes, match pour la médaille d'or",Arena Champs de Mars,"48.854536, 2.300413","Site olympique,Site paralympique","Judo,Para judo,Lutte,Rugby fauteuil",48.854536,2.300413
407,407,1,Samedi 27 Juillet,LUTTE,WRE12,Fin,19:00,Arena Champ-de-Mars,"Libre, 65 kg - hommes, demi-finales Libre, 97 kg - hommes, demi-finales Libre, 76 kg - femmes, demi-finales Libre, 74 kg - hommes, match pour les médailles de bronze Libre, 74 kg - hommes, match pour la médaille d'or Libre, 125 kg - hommes, match pour les médailles de bronze Libre, 125 kg - hommes, match pour la médaille d'or Libre, 62 kg - femmes, match pour les médailles de bronze Libre, 62 kg - femmes, match pour la médaille d'or",Arena Champs de Mars,"48.854536, 2.300413","Site olympique,Site paralympique","Judo,Para judo,Lutte,Rugby fauteuil",48.854536,2.300413
